ConclDir;ConclQ;breaktype;code;correctness;datetime;givenanswer;givenanswertext;nouns;ordering;ordertext;p1;p2;sequence;syllog;time;validConclusions;vpid;cid;gender;edu;age;N;ACC;time_all;time_ACC;model;ACCinKJL;sdTimeACC;subj
AC;I;calculations;OUGSBA;0;2016-07-05T07:45:24-05:00;2;2: Some mayors are swimmers;mayors,cooks,swimmers;0;Aq,Iq,Oq,Eq;Premise 1: Some mayors are cooks;Premise 2: Some cooks are swimmers;42;II1;8471;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,33;8915,142675;100
CA;I;calculations;OUGSBA;0;2016-07-05T07:45:44-05:00;8;8: Some tailors are pilots;pilots,singers,tailors;0;Aq,Iq,Oq,Eq;Premise 1: Some singers are not pilots;Premise 2: All tailors are singers;43;OA2;17354;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,13;8915,142675;100
CA;A;calculations;OUGSBA;0;2016-07-05T07:45:56-05:00;7;7: All students are cyclists;cyclists,buyers,students;0;Aq,Iq,Oq,Eq;Premise 1: All buyers are cyclists;Premise 2: All buyers are students;44;AA4;10606;Iac,Ica;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;3;0,16;8915,142675;100
AC;I;calculations;OUGSBA;0;2016-07-05T07:46:07-05:00;2;2: Some counselors are joggers;counselors,riders,joggers;0;Aq,Iq,Oq,Eq;Premise 1: All counselors are riders;Premise 2: Some joggers are riders;45;AI3;9526;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,37;8915,142675;100
NVC;NVC;calculations;OUGSBA;1;2016-07-05T07:46:21-05:00;-1;Space: No conclusion is possible;soldiers,florists,editors;0;Aq,Iq,Oq,Eq;Premise 1: Some soldiers are florists;Premise 2: Some florists are not editors;46;IO1;11754;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,36;8915,142675;100
NVC;NVC;calculations;OUGSBA;1;2016-07-05T07:46:38-05:00;-1;Space: No conclusion is possible;tutors,packers,butchers;0;Aq,Iq,Oq,Eq;Premise 1: Some packers are tutors;Premise 2: Some packers are not butchers;47;IO4;15306;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,47;8915,142675;100
CA;I;calculations;OUGSBA;0;2016-07-05T07:46:52-05:00;8;8: Some actuaries are boxers;boxers,opticians,actuaries;0;Aq,Iq,Oq,Eq;Premise 1: No boxers are opticians;Premise 2: Some actuaries are not opticians;48;EO3;11904;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,49;8915,142675;100
CA;E;calculations;OUGSBA;1;2016-07-05T07:47:04-05:00;0;0: No managers are clerks;clerks,models,managers;0;Aq,Iq,Oq,Eq;Premise 1: All clerks are models;Premise 2: No managers are models;49;AE3;10416;Eac,Eca,Oac,Oca;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;1;0,81;8915,142675;100
CA;I;calculations;OUGSBA;1;2016-07-05T07:47:27-05:00;8;8: Some therapists are skaters;skaters,climbers,therapists;0;Aq,Iq,Oq,Eq;Premise 1: Some skaters are climbers;Premise 2: All climbers are therapists;50;IA1;11425;Iac,Ica;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;1;0,88;8915,142675;100
NVC;NVC;calculations;OUGSBA;1;2016-07-05T07:47:51-05:00;-1;Space: No conclusion is possible;lifeguards,dentists,plumbers;0;Aq,Iq,Oq,Eq;Premise 1: Some dentists are not lifeguards;Premise 2: Some plumbers are not dentists;51;OO2;22003;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,42;8915,142675;100
CA;E;calculations;OUGSBA;0;2016-07-05T07:48:02-05:00;0;0: No typists are boxers;boxers,dancers,typists;0;Aq,Iq,Oq,Eq;Premise 1: Some dancers are not boxers;Premise 2: No dancers are typists;52;OE4;9233;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,49;8915,142675;100
CA;O;calculations;OUGSBA;0;2016-07-05T07:48:18-05:00;9;9: Some gamblers are not bakers;bakers,sculptors,gamblers;0;Aq,Iq,Oq,Eq;Premise 1: Some sculptors are bakers;Premise 2: Some sculptors are gamblers;53;II4;13791;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,61;8915,142675;100
AC;E;calculations;OUGSBA;0;2016-07-05T07:48:32-05:00;4;4: No campers are engineers;campers,fencers,engineers;0;Aq,Iq,Oq,Eq;Premise 1: No campers are fencers;Premise 2: All fencers are engineers;54;EA1;12330;Oca;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;3;0,03;8915,142675;100
CA;O;calculations;OUGSBA;0;2016-07-05T07:48:52-05:00;9;9: Some poets are not skaters;skaters,miners,poets;0;Aq,Iq,Oq,Eq;Premise 1: Some miners are skaters;Premise 2: No poets are miners;55;IE2;18368;Oac;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;3;0,13;8915,142675;100
NVC;NVC;calculations;OUGSBA;0;2016-07-05T07:49:21-05:00;-1;Space: No conclusion is possible;hikers,drivers,writers;0;Aq,Iq,Oq,Eq;Premise 1: Some drivers are not hikers;Premise 2: All drivers are writers;56;OA4;26952;Oca;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;2;0,42;8915,142675;100
AC;E;calculations;OUGSBA;0;2016-07-05T07:49:33-05:00;4;4: No trainers are designers;trainers,architects,designers;0;Aq,Iq,Oq,Eq;Premise 1: No architects are trainers;Premise 2: No architects are designers;57;EE4;10245;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,66;8915,142675;100
CA;I;calculations;OUGSBA;0;2016-07-05T07:50:04-05:00;8;8: Some chefs are scientists;scientists,runners,chefs;0;Aq,Iq,Oq,Eq;Premise 1: Some scientists are not runners;Premise 2: All chefs are runners;58;OA3;28651;Oac;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;2;0,36;8915,142675;100
AC;I;calculations;OUGSBA;0;2016-07-05T07:50:31-05:00;2;2: Some scholars are assistants;scholars,farmers,assistants;0;Aq,Iq,Oq,Eq;Premise 1: Some farmers are scholars;Premise 2: All assistants are farmers;59;IA2;25371;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,12;8915,142675;100
CA;I;calculations;OUGSBA;0;2016-07-05T07:51:05-05:00;8;8: Some porters are brewers;brewers,judges,porters;0;Aq,Iq,Oq,Eq;Premise 1: Some brewers are not judges;Premise 2: All judges are porters;60;OA1;32229;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,2;8915,142675;100
CA;E;calculations;OUGSBA;0;2016-07-05T07:51:21-05:00;0;0: No nurses are drillers;drillers,actors,nurses;0;Aq,Iq,Oq,Eq;Premise 1: No drillers are actors;Premise 2: No actors are nurses;61;EE1;14391;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,44;8915,142675;100
AC;I;calculations;OUGSBA;0;2016-07-05T07:51:47-05:00;2;2: Some painters are workers;painters,actors,workers;0;Aq,Iq,Oq,Eq;Premise 1: Some painters are actors;Premise 2: No actors are workers;62;IE1;23454;Oac;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;3;0,44;8915,142675;100
AC;A;calculations;OUGSBA;0;2016-07-05T07:52:09-05:00;1;1: All poets are waiters;poets,cashiers,waiters;0;Aq,Iq,Oq,Eq;Premise 1: All poets are cashiers;Premise 2: All waiters are cashiers;63;AA3;20808;NVC;376;OUGSBA;female;college graduate;58;64;0,234375;18936,42188;18058,06667;NVC;0,31;8915,142675;100
AC;A;calculations;QQBOGG;0;2016-07-05T08:31:11-04:00;4;4: All buyers are students;buyers,students,cyclists;3;Eq,Oq,Iq,Aq;Premise 1: All buyers are students;NA;0;A_1;6132;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;#N/A;#N/A;17216,25103;101
AC;E;calculations;QQBOGG;0;2016-07-05T08:31:18-04:00;1;1: No actuaries are boxers;actuaries,boxers,opticians;3;Eq,Oq,Iq,Aq;Premise 1: No actuaries are boxers;NA;1;E_1;4683;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;#N/A;#N/A;17216,25103;101
AC;I;calculations;QQBOGG;0;2016-07-05T08:31:24-04:00;3;3: Some bakers are sculptors;bakers,sculptors,gamblers;3;Eq,Oq,Iq,Aq;Premise 1: Some bakers are sculptors;NA;2;I_1;4152;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;#N/A;#N/A;17216,25103;101
AC;O;calculations;QQBOGG;0;2016-07-05T08:31:29-04:00;2;2: Some fencers are not campers;fencers,campers,engineers;3;Eq,Oq,Iq,Aq;Premise 1: Some fencers are not campers;NA;3;O_1;3555;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;#N/A;#N/A;17216,25103;101
AC;E;calculations;QQBOGG;1;2016-07-05T08:32:41-04:00;1;1: No singers are tailors;singers,pilots,tailors;3;Eq,Oq,Iq,Aq;Premise 1: No singers are pilots;Premise 2: All tailors are pilots;0;EA3;19049;Eac,Eca,Oac,Oca;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;1;0,8;17216,25103;101
AC;A;calculations;QQBOGG;1;2016-07-05T08:32:58-04:00;4;4: All plumbers are dentists;plumbers,lifeguards,dentists;3;Eq,Oq,Iq,Aq;Premise 1: All plumbers are lifeguards;Premise 2: All lifeguards are dentists;1;AA1;15240;Aac,Iac,Ica;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;1;0,88;17216,25103;101
AC;I;calculations;QQBOGG;1;2016-07-05T08:33:19-04:00;3;3: Some poets are waiters;poets,cashiers,waiters;3;Eq,Oq,Iq,Aq;Premise 1: Some cashiers are poets;Premise 2: All cashiers are waiters;2;IA4;18364;Iac,Ica;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;1;0,81;17216,25103;101
CA;I;calculations;QQBOGG;1;2016-07-05T08:33:54-04:00;9;9: Some secretaries are brokers;brokers,agents,secretaries;3;Eq,Oq,Iq,Aq;Premise 1: All agents are brokers;Premise 2: Some secretaries are agents;3;AI2;33685;Iac,Ica;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;1;0,9;17216,25103;101
AC;E;calculations;QQBOGG;0;2016-07-05T08:34:12-04:00;1;1: No jugglers are investors;jugglers,barbers,investors;3;Eq,Oq,Iq,Aq;Premise 1: All barbers are jugglers;Premise 2: No barbers are investors;4;AE4;16461;Oac;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;3;0,08;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:34:44-04:00;-1;Space: No conclusion is possible;bankers,teachers,golfers;3;Eq,Oq,Iq,Aq;Premise 1: Some teachers are not bankers;Premise 2: Some golfers are not teachers;5;OO2;29743;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,42;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:35:59-04:00;-1;Space: No conclusion is possible;workers,painters,actors;3;Eq,Oq,Iq,Aq;Premise 1: No painters are workers;Premise 2: Some painters are not actors;6;EO4;72960;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,57;17216,25103;101
AC;I;calculations;QQBOGG;0;2016-07-05T08:36:16-04:00;3;3: Some scientists are chefs;scientists,runners,chefs;3;Eq,Oq,Iq,Aq;Premise 1: All scientists are runners;Premise 2: Some runners are chefs;7;AI1;15906;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,16;17216,25103;101
AC;I;calculations;QQBOGG;1;2016-07-05T08:36:31-04:00;3;3: Some potters are sailors;potters,chemists,sailors;3;Eq,Oq,Iq,Aq;Premise 1: Some potters are chemists;Premise 2: All chemists are sailors;8;IA1;13027;Iac,Ica;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;1;0,88;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:37:06-04:00;-1;Space: No conclusion is possible;therapists,climbers,skaters;3;Eq,Oq,Iq,Aq;Premise 1: No therapists are climbers;Premise 2: No skaters are climbers;9;EE3;32864;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,76;17216,25103;101
AC;E;calculations;QQBOGG;0;2016-07-05T08:37:18-04:00;1;1: No nurses are actors;nurses,drillers,actors;3;Eq,Oq,Iq,Aq;Premise 1: No nurses are drillers;Premise 2: Some drillers are actors;10;EI1;10773;Oca;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;3;0,08;17216,25103;101
AC;E;calculations;QQBOGG;0;2016-07-05T08:37:49-04:00;1;1: No buyers are students;buyers,cyclists,students;3;Eq,Oq,Iq,Aq;Premise 1: No buyers are cyclists;Premise 2: All cyclists are students;11;EA1;28599;Oca;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;3;0,03;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:38:56-04:00;-1;Space: No conclusion is possible;cleaners,auditors,painters;3;Eq,Oq,Iq,Aq;Premise 1: Some cleaners are auditors;Premise 2: Some auditors are not painters;12;IO1;66136;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,36;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:39:41-04:00;-1;Space: No conclusion is possible;scholars,farmers,assistants;3;Eq,Oq,Iq,Aq;Premise 1: Some scholars are not farmers;Premise 2: Some farmers are assistants;13;OI1;24138;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,36;17216,25103;101
AC;I;calculations;QQBOGG;1;2016-07-05T08:40:16-04:00;3;3: Some florists are soldiers;florists,editors,soldiers;3;Eq,Oq,Iq,Aq;Premise 1: All editors are florists;Premise 2: Some editors are soldiers;14;AI4;32894;Iac,Ica;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;1;0,83;17216,25103;101
AC;O;calculations;QQBOGG;1;2016-07-05T08:40:30-04:00;2;2: Some trainers are not designers;trainers,architects,designers;3;Eq,Oq,Iq,Aq;Premise 1: All trainers are architects;Premise 2: No designers are architects;15;AE3;12679;Eac,Eca,Oac,Oca;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;1;0,81;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:40:43-04:00;-1;Space: No conclusion is possible;drivers,hikers,writers;3;Eq,Oq,Iq,Aq;Premise 1: Some hikers are not drivers;Premise 2: Some hikers are writers;16;OI4;10705;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,47;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:40:50-04:00;-1;Space: No conclusion is possible;skaters,poets,miners;3;Eq,Oq,Iq,Aq;Premise 1: Some poets are skaters;Premise 2: Some poets are not miners;17;IO4;5823;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,47;17216,25103;101
CA;O;calculations;QQBOGG;1;2016-07-05T08:41:11-04:00;8;8: Some artists are not surfers;surfers,planners,artists;3;Eq,Oq,Iq,Aq;Premise 1: No surfers are planners;Premise 2: Some artists are planners;18;EI3;18790;Oca;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;3;0,21;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:41:52-04:00;-1;Space: No conclusion is possible;riders,counselors,joggers;3;Eq,Oq,Iq,Aq;Premise 1: Some counselors are not riders;Premise 2: Some joggers are counselors;19;OI2;39501;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,31;17216,25103;101
CA;E;calculations;QQBOGG;1;2016-07-05T08:42:20-04:00;7;7: No models are clerks;clerks,managers,models;3;Eq,Oq,Iq,Aq;Premise 1: No managers are clerks;Premise 2: All models are managers;20;EA2;25960;Eac,Eca,Oac,Oca;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;1;0,78;17216,25103;101
CA;O;calculations;QQBOGG;0;2016-07-05T08:42:32-04:00;8;8: Some carpenters are not divers;divers,linguists,carpenters;3;Eq,Oq,Iq,Aq;Premise 1: Some linguists are not divers;Premise 2: All carpenters are linguists;21;OA2;10173;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,13;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:42:41-04:00;-1;Space: No conclusion is possible;opticians,boxers,actuaries;3;Eq,Oq,Iq,Aq;Premise 1: Some opticians are not boxers;Premise 2: Some actuaries are not boxers;22;OO3;7908;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,64;17216,25103;101
AC;O;calculations;QQBOGG;0;2016-07-05T08:43:45-04:00;2;2: Some gamblers are not bakers;gamblers,sculptors,bakers;3;Eq,Oq,Iq,Aq;Premise 1: Some gamblers are not sculptors;Premise 2: No bakers are sculptors;23;OE3;62360;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,47;17216,25103;101
NVC;NVC;calculations;QQBOGG;0;2016-07-05T08:45:01-04:00;-1;Space: No conclusion is possible;butchers,tutors,packers;3;Eq,Oq,Iq,Aq;Premise 1: Some tutors are butchers;Premise 2: No tutors are packers;24;IE4;74190;Oac;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;3;0,28;17216,25103;101
NVC;NVC;calculations;QQBOGG;0;2016-07-05T08:45:23-04:00;-1;Space: No conclusion is possible;typists,dancers,boxers;3;Eq,Oq,Iq,Aq;Premise 1: No dancers are typists;Premise 2: Some dancers are boxers;25;EI4;20047;Oca;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;3;0,15;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:45:47-04:00;-1;Space: No conclusion is possible;novelists,analysts,travelers;3;Eq,Oq,Iq,Aq;Premise 1: Some analysts are not novelists;Premise 2: No travelers are analysts;26;OE2;21723;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,51;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:46:13-04:00;-1;Space: No conclusion is possible;mayors,swimmers,cooks;3;Eq,Oq,Iq,Aq;Premise 1: Some swimmers are mayors;Premise 2: Some cooks are swimmers;27;II2;24300;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,3;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:46:34-04:00;-1;Space: No conclusion is possible;climbers,tellers,doctors;3;Eq,Oq,Iq,Aq;Premise 1: No tellers are climbers;Premise 2: Some doctors are not tellers;28;EO2;19331;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,47;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:46:52-04:00;-1;Space: No conclusion is possible;athletes,lawyers,hunters;3;Eq,Oq,Iq,Aq;Premise 1: Some lawyers are athletes;Premise 2: Some hunters are not lawyers;29;IO2;16328;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,31;17216,25103;101
AC;E;calculations;QQBOGG;0;2016-07-05T08:47:28-04:00;1;1: No engineers are fencers;engineers,campers,fencers;3;Eq,Oq,Iq,Aq;Premise 1: No engineers are campers;Premise 2: Some fencers are not campers;30;EO3;33817;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,49;17216,25103;101
AC;E;calculations;QQBOGG;0;2016-07-05T08:47:46-04:00;1;1: No judges are brewers;judges,porters,brewers;3;Eq,Oq,Iq,Aq;Premise 1: No porters are judges;Premise 2: All porters are brewers;31;EA4;16053;Oca;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;3;0,09;17216,25103;101
CA;I;calculations;QQBOGG;0;2016-07-05T08:47:57-04:00;9;9: Some barbers are jugglers;jugglers,investors,barbers;3;Eq,Oq,Iq,Aq;Premise 1: All jugglers are investors;Premise 2: Some barbers are investors;32;AI3;9595;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,37;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:48:24-04:00;-1;Space: No conclusion is possible;gamblers,bakers,sculptors;3;Eq,Oq,Iq,Aq;Premise 1: Some bakers are gamblers;Premise 2: Some bakers are sculptors;33;II4;18716;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,61;17216,25103;101
AC;A;calculations;QQBOGG;0;2016-07-05T08:48:32-04:00;4;4: All drillers are nurses;drillers,actors,nurses;3;Eq,Oq,Iq,Aq;Premise 1: All drillers are actors;Premise 2: All nurses are actors;34;AA3;5944;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,31;17216,25103;101
CA;A;calculations;QQBOGG;1;2016-07-05T08:48:45-04:00;0;0: All riders are counselors;counselors,joggers,riders;3;Eq,Oq,Iq,Aq;Premise 1: All joggers are counselors;Premise 2: All riders are joggers;35;AA2;10598;Aca,Iac,Ica;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;1;0,54;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:49:38-04:00;-1;Space: No conclusion is possible;carpenters,linguists,divers;3;Eq,Oq,Iq,Aq;Premise 1: Some carpenters are linguists;Premise 2: Some divers are not linguists;36;IO3;51922;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,49;17216,25103;101
CA;I;calculations;QQBOGG;0;2016-07-05T08:49:55-04:00;9;9: Some cyclists are buyers;buyers,students,cyclists;3;Eq,Oq,Iq,Aq;Premise 1: All students are buyers;Premise 2: Some cyclists are not students;37;AO2;14879;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,17;17216,25103;101
CA;E;calculations;QQBOGG;0;2016-07-05T08:50:07-04:00;7;7: No opticians are actuaries;actuaries,boxers,opticians;3;Eq,Oq,Iq,Aq;Premise 1: All boxers are actuaries;Premise 2: No opticians are boxers;38;AE2;10080;Oac;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;3;0,01;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:50:17-04:00;-1;Space: No conclusion is possible;dancers,boxers,typists;3;Eq,Oq,Iq,Aq;Premise 1: Some dancers are not boxers;Premise 2: Some typists are boxers;39;OI3;8079;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,49;17216,25103;101
NVC;NVC;calculations;QQBOGG;0;2016-07-05T08:50:44-04:00;-1;Space: No conclusion is possible;soldiers,florists,editors;3;Eq,Oq,Iq,Aq;Premise 1: All soldiers are florists;Premise 2: Some editors are not florists;40;AO3;25548;Oca;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;2;0,4;17216,25103;101
AC;I;calculations;QQBOGG;0;2016-07-05T08:51:07-04:00;3;3: Some cooks are swimmers;cooks,mayors,swimmers;3;Eq,Oq,Iq,Aq;Premise 1: Some mayors are cooks;Premise 2: All swimmers are mayors;41;IA2;21030;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,12;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:51:45-04:00;-1;Space: No conclusion is possible;cashiers,waiters,poets;3;Eq,Oq,Iq,Aq;Premise 1: Some cashiers are waiters;Premise 2: Some poets are waiters;42;II3;35917;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,51;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:52:41-04:00;-1;Space: No conclusion is possible;farmers,assistants,scholars;3;Eq,Oq,Iq,Aq;Premise 1: Some farmers are not assistants;Premise 2: No assistants are scholars;43;OE1;54043;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,37;17216,25103;101
AC;A;calculations;QQBOGG;0;2016-07-05T08:52:49-04:00;4;4: All lifeguards are dentists;lifeguards,plumbers,dentists;3;Eq,Oq,Iq,Aq;Premise 1: All plumbers are lifeguards;Premise 2: All plumbers are dentists;44;AA4;6366;Iac,Ica;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;3;0,16;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:53:08-04:00;-1;Space: No conclusion is possible;tutors,butchers,packers;3;Eq,Oq,Iq,Aq;Premise 1: No tutors are butchers;Premise 2: No butchers are packers;45;EE1;17555;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,44;17216,25103;101
NVC;NVC;calculations;QQBOGG;0;2016-07-05T08:53:31-04:00;-1;Space: No conclusion is possible;skaters,therapists,climbers;3;Eq,Oq,Iq,Aq;Premise 1: Some skaters are therapists;Premise 2: No climbers are therapists;46;IE3;21210;Oac;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;3;0,2;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:53:39-04:00;-1;Space: No conclusion is possible;trainers,architects,designers;3;Eq,Oq,Iq,Aq;Premise 1: No architects are trainers;Premise 2: No architects are designers;47;EE4;5844;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,66;17216,25103;101
AC;I;calculations;QQBOGG;0;2016-07-05T08:54:08-04:00;3;3: Some athletes are hunters;athletes,lawyers,hunters;3;Eq,Oq,Iq,Aq;Premise 1: Some athletes are lawyers;Premise 2: All hunters are lawyers;48;IA3;10602;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,28;17216,25103;101
AC;I;calculations;QQBOGG;0;2016-07-05T08:54:29-04:00;3;3: Some sailors are potters;sailors,chemists,potters;3;Eq,Oq,Iq,Aq;Premise 1: Some sailors are not chemists;Premise 2: All chemists are potters;49;OA1;18910;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,2;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:54:51-04:00;-1;Space: No conclusion is possible;drivers,hikers,writers;3;Eq,Oq,Iq,Aq;Premise 1: Some hikers are not drivers;Premise 2: No hikers are writers;50;OE4;19485;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,49;17216,25103;101
NVC;NVC;calculations;QQBOGG;1;2016-07-05T08:55:40-04:00;-1;Space: No conclusion is possible;artists,surfers,planners;3;Eq,Oq,Iq,Aq;Premise 1: No surfers are artists;Premise 2: No planners are surfers;51;EE2;47497;NVC;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;NVC;0,44;17216,25103;101
NVC;NVC;calculations;QQBOGG;0;2016-07-05T08:55:51-04:00;-1;Space: No conclusion is possible;agents,secretaries,brokers;3;Eq,Oq,Iq,Aq;Premise 1: No secretaries are agents;Premise 2: Some brokers are secretaries;52;EI2;9003;Oca;379;QQBOGG;male;some college;30;64;0,578125;22045,3125;23374,40541;3;0,37;17216,25103;101
